,date_valid,alpine_status,alpine_status_code,treeline_status,treeline_status_code,belowtree_status,belowtree_status_code,problems
360,2013-11-29,Low,1.0,Low,1.0,Low,1.0,"A significant winter storm is approaching this weekend bringing new snow, high winds and elevated danger ratings."
361,2013-11-30,Moderate,2.0,Moderate,2.0,Low,1.0,"A significant winter storm is approaching this weekend bringing new snow, high winds and elevated danger ratings."
362,2013-12-01,Considerable,3.0,Considerable,3.0,Low,1.0,No Text
363,2013-12-02,Moderate,2.0,Moderate,2.0,Low,1.0,No Text
364,2013-12-03,Moderate,2.0,Moderate,2.0,Low,1.0,No Text
365,2013-12-04,Moderate,2.0,Moderate,2.0,Low,1.0,No Text
366,2013-12-05,Moderate,2.0,Moderate,2.0,Low,1.0,No Text
367,2013-12-06,Moderate,2.0,Moderate,2.0,Low,1.0,No Text
368,2013-12-07,Moderate,2.0,Moderate,2.0,Low,1.0,No Text
369,2013-12-08,Moderate,2.0,Moderate,2.0,Low,1.0,No Text
370,2013-12-09,Moderate,2.0,Moderate,2.0,Low,1.0,No Text
371,2013-12-10,Moderate,2.0,Moderate,2.0,Low,1.0,No Text
372,2013-12-11,Moderate,2.0,Low,1.0,Low,1.0,No Text
373,2013-12-12,Considerable,3.0,Moderate,2.0,Moderate,2.0,"Avalanche danger will increase throughout the day.
If snowfall amounts or wind strength are greater than forecast then  avalanche danger may be higher than posted."
374,2013-12-13,Moderate,2.0,Moderate,2.0,Low,1.0,No Text
375,2013-12-14,Considerable,3.0,Moderate,2.0,Low,1.0,No Text
376,2013-12-15,Moderate,2.0,Low,1.0,Low,1.0,Weather models disagree about the amounts of precipitation expected overnight and into Sunday. This forecast is based on lower values.
377,2013-12-16,Moderate,2.0,Moderate,2.0,Low,1.0,No Text
378,2013-12-17,Moderate,2.0,Moderate,2.0,Low,1.0,No Text
379,2013-12-18,Moderate,2.0,Low,1.0,Low,1.0,No Text
380,2013-12-19,Moderate,2.0,Low,1.0,Low,1.0,No Text
381,2013-12-20,Moderate,2.0,Moderate,2.0,Low,1.0,No Text
382,2013-12-21,Moderate,2.0,Low,1.0,Low,1.0,No Text
383,2013-12-22,Moderate,2.0,Low,1.0,Low,1.0,No Text
384,2013-12-23,Considerable,3.0,Considerable,3.0,Moderate,2.0,Avalanche danger ratings in the south of the region may be higher than posted as heavy snowfall is expected in this area.
385,2013-12-24,Moderate,2.0,Moderate,2.0,Low,1.0,No Text
386,2013-12-25,Moderate,2.0,Moderate,2.0,Low,1.0,No Text
387,2013-12-26,Considerable,3.0,Moderate,2.0,Low,1.0,No Text
388,2013-12-27,Moderate,2.0,Moderate,2.0,Low,1.0,No Text
389,2013-12-28,Moderate,2.0,Moderate,2.0,Low,1.0,No Text
390,2013-12-29,Moderate,2.0,Low,1.0,Low,1.0,No Text
391,2013-12-30,Moderate,2.0,Moderate,2.0,Low,1.0,No Text
392,2013-12-31,Moderate,2.0,Low,1.0,Low,1.0,No Text
393,2014-01-01,Moderate,2.0,Low,1.0,Low,1.0,Avalanche Danger is expected to spike during a storm on Thursday.
394,2014-01-02,Considerable,3.0,Moderate,2.0,Low,1.0,No Text
395,2014-01-03,Considerable,3.0,Moderate,2.0,Low,1.0,No Text
396,2014-01-04,Moderate,2.0,Moderate,2.0,Low,1.0,No Text
397,2014-01-05,Considerable,3.0,Moderate,2.0,Low,1.0,No Text
398,2014-01-06,Moderate,2.0,Moderate,2.0,Low,1.0,No Text
399,2014-01-07,Moderate,2.0,Moderate,2.0,Low,1.0,No Text
400,2014-01-08,Considerable,3.0,Moderate,2.0,Low,1.0,Forecast snowfall amounts are highly variable throughout the region with the south and direct coastal areas expecting the see the highest accumulations. Pay attention to local conditions.
401,2014-01-09,Considerable,3.0,Moderate,2.0,Low,1.0,The track of the incoming weather suggests the south of region will most likely receive the highest accumulations. Pay attention to local conditions.
402,2014-01-10,Considerable,3.0,Considerable,3.0,Low,1.0,Danger ratings reflect higher forecast snowfall amounts for Thursday night. Danger could be slightly lower if less snow accumulates. Be sure to make keen local observations. 
403,2014-01-11,High,4.0,High,4.0,Moderate,2.0,No Text
404,2014-01-12,High,4.0,Considerable,3.0,Moderate,2.0,"The recent storm is loading an unusually thin snowpack above a week layer near the ground. The ""wait 48 hours and you're good"" Coastal mantra does not apply right now as these conditions are likely to persist for some"
405,2014-01-13,Considerable,3.0,Considerable,3.0,Moderate,2.0,"The recent storm has loaded an unusually thin snowpack above a week layer near the ground. The ""wait 48 hours and you're good"" Coastal mantra does not apply right now as these conditions are likely to persist for some."
406,2014-01-14,Considerable,3.0,Moderate,2.0,Low,1.0,We're dealing with an unusual snowpack right now on the Sea to Sky. Check out the recent Forecasters Blog post for a more detailed discussion
407,2014-01-15,Considerable,3.0,Moderate,2.0,Low,1.0,We're dealing with an unusual snowpack right now on the Sea to Sky. Check out the recent Forecasters Blog post for a more detailed discussion
408,2014-01-16,Considerable,3.0,Considerable,3.0,Moderate,2.0,"Warm temperatures and sunny skies forecast for the next few days will have a significant weakening effect on the snowpack. If solar radiation is particularly strong, the avalanche danger could rise to HIGH."
409,2014-01-17,High,4.0,Considerable,3.0,Moderate,2.0,No Text
410,2014-01-18,Considerable,3.0,Moderate,2.0,Moderate,2.0,No Text
411,2014-01-19,Moderate,2.0,Moderate,2.0,Low,1.0,No Text
412,2014-01-20,Moderate,2.0,Moderate,2.0,Low,1.0,No Text
413,2014-01-21,Moderate,2.0,Moderate,2.0,Low,1.0,No Text
414,2014-01-22,Moderate,2.0,Low,1.0,Low,1.0,No Text
415,2014-01-23,Moderate,2.0,Low,1.0,Low,1.0,No Text
416,2014-01-24,Moderate,2.0,Low,1.0,Low,1.0,"For those of you planing glacier travel over the weekend, be aware that crevasses are poorly bridged. Check out the recent MCR post from Decker Mtn."
417,2014-01-25,Moderate,2.0,Moderate,2.0,Low,1.0,"Check out the latest blog post on deep persistent slab problems.
For those of you planing glacier travel over the weekend, be aware that crevasses are poorly bridged. Check out the recent MCR post from Decker Mtn."
418,2014-01-26,Moderate,2.0,Moderate,2.0,Low,1.0,"Check out the latest blog post on deep persistent slab problems.
For those of you planing glacier travel over the weekend, be aware that crevasses are poorly bridged. Check out the recent MCR post from Decker Mtn."
419,2014-01-27,Moderate,2.0,Low,1.0,Low,1.0,No Text
420,2014-01-28,Low,1.0,Low,1.0,Low,1.0,Freezing levels are dropping and some new snow is on the way. Deep persistent slab problems may still exist in isolated areas. Please see blog post for more information.
421,2014-01-29,Low,1.0,Low,1.0,Low,1.0,Some thin new wind slabs are expected to develop with the forecast new snow. New snow is not expected to bond well to the old hard surface where surface hoar and/or facets exist.
422,2014-01-30,Moderate,2.0,Low,1.0,Low,1.0,No Text
423,2014-01-31,Low,1.0,Low,1.0,Low,1.0,No Text
424,2014-02-01,Low,1.0,Low,1.0,Low,1.0,No Text
425,2014-02-02,Low,1.0,Low,1.0,Low,1.0,No Text
426,2014-02-03,Low,1.0,Low,1.0,Low,1.0,No Text
427,2014-02-04,Low,1.0,Low,1.0,Low,1.0,No Text
428,2014-02-05,Low,1.0,Low,1.0,Low,1.0,CAC Mobile App version 3.0 is now available on iTunes and Google Play featuring the new Observer Network. See this blog post for more details.
429,2014-02-06,Low,1.0,Low,1.0,Low,1.0,CAC Mobile App v3.0 is now available on the App Store (iOS) and Google Play (Android) featuring the new Observer Network. See this blog post for more details.
430,2014-02-07,Low,1.0,Low,1.0,Low,1.0,CAC Mobile App v3.0 is now available on the App Store (iOS) and Google Play (Android) featuring the new Observer Network. See this blog post for more details.
431,2014-02-08,Low,1.0,Low,1.0,Low,1.0,No Text
432,2014-02-09,Low,1.0,Low,1.0,Low,1.0,No Text
433,2014-02-10,Considerable,3.0,Considerable,3.0,Low,1.0,"You may be powder-starved, but mother nature is calling the shots with touchy, high consequence conditions expected for the forecast period. Conservative terrain selection will become critical."
434,2014-02-11,Considerable,3.0,Considerable,3.0,Low,1.0,No Text
435,2014-02-12,High,4.0,Considerable,3.0,Moderate,2.0,No Text
436,2014-02-13,High,4.0,Considerable,3.0,Considerable,3.0,No Text
437,2014-02-14,High,4.0,Considerable,3.0,Considerable,3.0,No Text
438,2014-02-15,Considerable,3.0,Considerable,3.0,Considerable,3.0,"Conservative terrain selection is critical, so don't let the lull before the next storm lure you into a more aggressive approach. Dangerous avalanche conditions still exist."
439,2014-02-16,High,4.0,High,4.0,Considerable,3.0,No Text
440,2014-02-17,High,4.0,High,4.0,Considerable,3.0,No Text
441,2014-02-18,High,4.0,High,4.0,Considerable,3.0,No Text
442,2014-02-19,High,4.0,High,4.0,Considerable,3.0,No Text
443,2014-02-20,High,4.0,Considerable,3.0,Considerable,3.0,No Text
444,2014-02-21,High,4.0,Considerable,3.0,Considerable,3.0,We'll soon be moving from a storm slab problem to a persistent slab problem. Check out this blog post for thoughts on the current situation and strategies for the next the chapter.
445,2014-02-22,High,4.0,Considerable,3.0,Considerable,3.0,We'll soon be moving from a storm slab problem to a persistent slab problem. Check out this blog post for thoughts on the current situation and strategies for the next the chapter.
446,2014-02-23,High,4.0,Considerable,3.0,Considerable,3.0,Conditions are primed for triggering avalanches. Conservative decision making is essential. Check out the latest forecaster blog for more discussion on the current conditions.
447,2014-02-24,Considerable,3.0,Considerable,3.0,Considerable,3.0,Sunshine and significant warming early this week could tip off a fairly widespread natural avalanche cycle.
448,2014-02-25,High,4.0,High,4.0,Considerable,3.0,Don't let blue skies and fresh snow lure you into big terrain! A buried persistent weak layer is still lurking and could wake up with forecast sunshine and rapidly rising temperatures. 
449,2014-02-26,Considerable,3.0,Considerable,3.0,Considerable,3.0,Forecast sun and high freezing levels may increase the danger from loose wet avalanches and avalanches stepping down to the deeply buried weak layer.
450,2014-02-27,Considerable,3.0,Considerable,3.0,Moderate,2.0,Above freezing alpine temperatures are expected to continue. Check out the new Forecaster Blog for an update on the “Touchy Weak Layer.”
451,2014-02-28,Considerable,3.0,Moderate,2.0,Low,1.0,Don’t let your guard down! The deeply buried weak layer may continue to be well preserved on shaded aspects. More info in the new blog post!
452,2014-03-01,Considerable,3.0,Moderate,2.0,Low,1.0,The February weak layer continues to be a concern for triggering a very large avalanche. See the Forecaster Blog for more information.
453,2014-03-02,Considerable,3.0,Moderate,2.0,Low,1.0,Forecast new snow and strong winds are expected to develop a new storm slab over the next few days. The buried weak layer from early February continues to be a concern. Check out the forecasters’ blog.
454,2014-03-03,Considerable,3.0,Considerable,3.0,Moderate,2.0,New snow and wind are developing a new storm slab that may not bond well to the old surface of crusts and facetted crystals. Check out the forecaster blog for more information on the persistent weak layer.
455,2014-03-04,Considerable,3.0,Considerable,3.0,Considerable,3.0,No Text
456,2014-03-05,Considerable,3.0,Considerable,3.0,Considerable,3.0,"My confidence in forecast precipitation amounts and timing is fair. If more then 20 cm of new snow accumulates by midday tomorrow, consider the danger rating in the alpine to be HIGH."
457,2014-03-06,High,4.0,High,4.0,Considerable,3.0,No Text
458,2014-03-07,Considerable,3.0,Considerable,3.0,Moderate,2.0,"Friday should see a short lull in the weather before another strong Pacific frontal system delivers heavy snow, crankin' winds, and mild temperatures."
459,2014-03-08,High,4.0,High,4.0,Considerable,3.0,Freezing levels may rise higher than forecast. Where rain falls it will saturate the upper snowpack and cause loose wet and wet slab avalanches.
460,2014-03-09,High,4.0,High,4.0,Considerable,3.0,No Text
461,2014-03-10,Considerable,3.0,Considerable,3.0,Moderate,2.0,Strong solar radiation and rising temperatures could trigger natural avalanche activity on south facing slopes during the day.
462,2014-03-11,Considerable,3.0,Moderate,2.0,Moderate,2.0,Strong solar radiation and rising temperatures may elevate hazard and could trigger natural avalanche activity on south facing slopes during the day.
463,2014-03-12,Considerable,3.0,Moderate,2.0,Moderate,2.0,Strong solar radiation and high freezing levels may elevate hazard and could trigger natural avalanche activity on south facing slopes during the day.
464,2014-03-13,Moderate,2.0,Moderate,2.0,Low,1.0,No Text
465,2014-03-14,Considerable,3.0,Moderate,2.0,Moderate,2.0,No Text
466,2014-03-15,High,4.0,High,4.0,Considerable,3.0,No Text
467,2014-03-16,High,4.0,High,4.0,Considerable,3.0,No Text
468,2014-03-17,High,4.0,High,4.0,Considerable,3.0,No Text
469,2014-03-18,Considerable,3.0,Moderate,2.0,Low,1.0,No Text
470,2014-03-19,Considerable,3.0,Considerable,3.0,Moderate,2.0,No Text
471,2014-03-20,Considerable,3.0,Moderate,2.0,Low,1.0,The hazard may be higher than expected on solar aspects if the sun comes out and the temperature goes higher than forecast. Pay careful attention to cornice hazard.
472,2014-03-21,Moderate,2.0,Moderate,2.0,Low,1.0,Spring sun could push the hazard higher than forecast on solar aspects. Keep an eye on cornice hazards
473,2014-03-22,Moderate,2.0,Moderate,2.0,Low,1.0,Spring sun could push the hazard higher than forecast on solar aspects. Keep an eye on cornice hazards
474,2014-03-23,Moderate,2.0,Moderate,2.0,Moderate,2.0,The hazard may go higher than forecast on solar aspects in the afternoon. Pay attention to the danger presented by large mature cornices.
475,2014-03-24,Moderate,2.0,Moderate,2.0,Low,1.0,The hazard may go higher than forecast on solar aspects in the afternoon. Pay attention to the danger presented by large mature cornices.
476,2014-03-25,Considerable,3.0,Moderate,2.0,Low,1.0,No Text
477,2014-03-26,Considerable,3.0,Moderate,2.0,Low,1.0,No Text
478,2014-03-27,Considerable,3.0,Considerable,3.0,Moderate,2.0,New snow may take some time to stabilise. Sunny periods may weaken the slab where it is sitting on a buried crust.
479,2014-03-28,Considerable,3.0,Moderate,2.0,Moderate,2.0,The forecast new snow and wind should increase the avalanche danger. If the storm comes early the danger may be high by Friday afternoon.
480,2014-03-29,High,4.0,Considerable,3.0,Considerable,3.0,"Forecast snow amounts are uncertain. If snow amounts at treeline exceed 20cm, the danger will likely be high there too."
481,2014-03-30,Considerable,3.0,Considerable,3.0,Moderate,2.0,No Text
482,2014-03-31,Considerable,3.0,Considerable,3.0,Moderate,2.0,No Text
483,2014-04-01,Considerable,3.0,Considerable,3.0,Moderate,2.0,"Use increased caution during afternoon warming, especially on sun exposed slopes. "
484,2014-04-02,Considerable,3.0,Considerable,3.0,Moderate,2.0,"Use increased caution during afternoon warming, especially on sun exposed slopes."
485,2014-04-03,Considerable,3.0,Considerable,3.0,Moderate,2.0,"Avalanche hazard will likely increase throughout the day, be sure your plans allow for a safe retreat from the mountains."
486,2014-04-04,Considerable,3.0,Moderate,2.0,Moderate,2.0,"This forecast is based on less than 10cm of new snow Thursday night and Friday. If snow totals unexpectedly reach 15 to 20 cm, the new slab will likely be touchy, and the danger considerable at all elevations."
487,2014-04-05,Considerable,3.0,Moderate,2.0,Moderate,2.0,What's going to happen to the snowpack if it warms up significantly on Sunday/Monday/Tuesday? Read a discussion here...
488,2014-04-06,Considerable,3.0,Moderate,2.0,Moderate,2.0,"What's going to happen to the snowpack if it warms up significantly over the next couple of days?
Read a discussion here..."
489,2014-04-07,Considerable,3.0,Considerable,3.0,Moderate,2.0,"What's going to happen to the snowpack if it warms up significantly over the next couple of days?
Read a discussion here..."
490,2014-04-08,Considerable,3.0,Considerable,3.0,Considerable,3.0,"Check out the new Forecaster Blog to gain insight of how to manage cornices, and how warming influences the snowpack."
491,2014-04-09,Considerable,3.0,Moderate,2.0,Moderate,2.0,How does warming and solar radiation influence the snowpack? How do I manage cornice problems? Check out the new Forecaster Blog.
492,2014-04-10,Moderate,2.0,Moderate,2.0,Low,1.0,How does warming and solar radiation influence the snowpack? How do I manage cornice problems? Check out the new Forecaster Blog.
493,2014-04-11,Moderate,2.0,Low,1.0,Low,1.0,Avalanche danger can rise very quickly with warming and solar radiation. Be aware of changing conditions and overhead hazards. Terrain choices and timing can be critical.
494,2014-04-12,Moderate,2.0,Low,1.0,Low,1.0,Avalanche danger can rise very quickly with warming and solar radiation. Be aware of changing conditions and overhead hazards. Terrain choices and timing can be critical.
495,2014-04-13,Moderate,2.0,Low,1.0,Low,1.0,"Avalanche danger can rise very quickly with warming and solar radiation. Be aware of changing conditions and overhead hazards.
For more insight into spring messaging, check out our latest Blog Post."
496,2014-04-14,Moderate,2.0,Low,1.0,Low,1.0,"Avalanche danger can rise very quickly with warming and solar radiation. Be aware of changing conditions and overhead hazards.
For more insight into spring danger ratings, check out our latest Blog Post."
497,2014-04-15,Low,1.0,Low,1.0,Low,1.0,This bulletin has been produced using very limited field data. If you've been out in the mountains we'd love to hear about what you've seen. Observations can be sent to forecaster@avalanche.ca
498,2014-04-16,Low,1.0,Low,1.0,Low,1.0,This bulletin has been produced using very limited field data. If you've been out in the mountains we'd love to hear about what you've seen. Observations can be sent to forecaster@avalanche.ca
499,2014-04-17,Considerable,3.0,Considerable,3.0,Moderate,2.0,No Text
500,2014-04-18,Considerable,3.0,Moderate,2.0,Low,1.0,No Text
501,2014-04-19,Considerable,3.0,Moderate,2.0,Low,1.0,No Text
502,2014-04-20,Considerable,3.0,Moderate,2.0,Low,1.0,No Text
503,2014-04-21,Moderate,2.0,Moderate,2.0,Low,1.0,"Avalanche danger can rise quickly with afternoon warming and solar radiation. Be aware of changing conditions and overhead hazards.
For more insight into spring danger ratings, check out this Blog Post."
504,2014-04-22,Moderate,2.0,Moderate,2.0,Low,1.0,"Avalanche danger can rise quickly with afternoon warming and solar radiation. Be aware of changing conditions and overhead hazards.
For more insight into spring danger ratings, check out this blog post."
505,2014-04-23,Moderate,2.0,Moderate,2.0,Low,1.0,"Avalanche danger can rise quickly with afternoon warming and solar radiation. Be aware of changing conditions and overhead hazards.
For more insight into spring danger ratings, check out this blog post."
