date_valid,alpine_status,alpine_status_code,treeline_status,treeline_status_code,belowtree_status,belowtree_status_code,problems
2014-03-04,High,4,Considerable,3,Considerable,3,New snow and wind are building a new storm slab that may not bond well to the old surface of crusts and facetted crystals. Check out the Forecaster Blog for more information on the persistent weak layer.
2014-03-05,High,4,Considerable,3,Considerable,3,New snow and wind are building a new storm slab that may not bond well to the old surface of crusts and facetted crystals. Check out the Forecaster Blog for more information on the persistent weak layer.
2014-03-06,High,4,High,4,Considerable,3,
2014-03-07,Considerable,3,Considerable,3,Moderate,2,"Friday should see a short lull in the weather before another strong Pacific frontal system delivers heavy snow, crankin' winds, and mild temperatures."
2014-03-08,High,4,High,4,Considerable,3,Freezing levels may rise higher than forecast. Where rain falls it will saturate the upper snowpack and cause loose wet and wet slab avalanches.
2014-03-09,High,4,High,4,Considerable,3,
2014-03-10,Considerable,3,Considerable,3,Considerable,3,Strong solar radiation and rising temperatures could trigger natural avalanche activity on south facing slopes during the day.
2014-03-11,Considerable,3,Moderate,2,Moderate,2,Strong solar radiation and rising temperatures may elevate danger and could trigger natural avalanche activity on south facing slopes during the day.
2014-03-12,Considerable,3,Moderate,2,Moderate,2,Strong solar radiation and high freezing levels may elevate hazard and could trigger natural avalanche activity on south facing slopes during the day.
2014-03-13,Moderate,2,Moderate,2,Low,1,
2014-03-14,Considerable,3,Moderate,2,Low,1,
2014-03-15,High,4,Considerable,3,Considerable,3,
2014-03-16,High,4,High,4,Considerable,3,
2014-03-17,High,4,Considerable,3,Moderate,2,
2014-03-18,Considerable,3,Considerable,3,Moderate,2,
2014-03-19,High,4,Considerable,3,Moderate,2,
2014-03-20,Considerable,3,Considerable,3,Moderate,2,The hazard may be higher than expected on solar aspects if the sun comes out and the temperature goes higher than forecast. Pay careful attention to cornice hazard.
2014-03-21,Considerable,3,Moderate,2,Moderate,2,The hazard may be higher than expected on solar aspects if the sun comes out and the temperature goes higher than forecast. Pay careful attention to cornice hazard.
2014-03-22,Moderate,2,Moderate,2,Low,1,The hazard may go higher than forecast on solar aspects if the sun comes out and the temperature goes higher than expected. Pay careful attention temperatures and cornice hazard.
2014-03-23,Moderate,2,Moderate,2,Low,1,Hazards may be higher than forecast on solar aspects in the afternoon. Pay close attention to danger from cornices.
2014-03-24,Moderate,2,Moderate,2,Low,1,Hazards may be higher than forecast on solar aspects in the afternoon. Pay close attention to danger from cornices.
2014-03-25,Considerable,3,Considerable,3,Moderate,2,
2014-03-26,Considerable,3,Moderate,2,Low,1,
2014-03-27,Considerable,3,Considerable,3,Moderate,2,New snow may take some time to stabilise. Sunny periods may weaken the slab where it is sitting on a buried crust.
2014-03-28,Considerable,3,Moderate,2,Moderate,2,The forecast new snow and wind should increase the avalanche danger. If the storm comes early the danger may be high by Friday afternoon.
2014-03-29,High,4,Considerable,3,Considerable,3,"Forecast snow amounts are uncertain. If snow amounts at treeline exceed 20cm, the danger will likely be high there too."
2014-03-30,Considerable,3,Considerable,3,Considerable,3,
2014-03-31,Considerable,3,Moderate,2,Moderate,2,
2014-04-01,Considerable,3,Considerable,3,Moderate,2,"Use increased caution during afternoon warming, especially on sun exposed slopes. "
2014-04-02,Considerable,3,Considerable,3,Moderate,2,"Use increased caution during afternoon warming, especially on sun exposed slopes."
2014-04-03,Considerable,3,Considerable,3,Moderate,2,"Avalanche hazard will likely increase throughout the day, be sure your plans allow for a safe retreat from the mountains."
2014-04-04,Considerable,3,Moderate,2,Moderate,2,"This forecast is based on less than 10cm of new snow Thursday night and Friday. If snow totals unexpectedly reach 15 to 20 cm, the new slab will likely be touchy, and the danger considerable at all elevations."
2014-04-05,Considerable,3,Moderate,2,Moderate,2,What's going to happen to the snowpack if it warms up significantly on Sunday/Monday/Tuesday? Read a discussion here...
2014-04-06,Considerable,3,Considerable,3,Moderate,2,"What's going to happen to the snowpack if it warms up significantly on Sunday/Monday/Tuesday?
Read a discussion here..."
2014-04-07,Considerable,3,Considerable,3,Moderate,2,"What's going to happen to the snowpack if it warms up significantly on Monday/Tuesday?
Read a discussion here..."
2014-04-08,Considerable,3,Considerable,3,Considerable,3,"Check out the new Forecaster Blog and gain insight of how to manage cornices, and how warming influences the snowpack."
2014-04-09,Considerable,3,Considerable,3,Moderate,2,How does warming and solar radiation influence the snowpack? How do I manage cornice problems? Check out the new Forecaster Blog.
2014-04-10,Considerable,3,Moderate,2,Moderate,2,How does warming and solar radiation influence the snowpack? How do I manage cornice problems? Check out the new Forecaster Blog.
2014-04-11,Moderate,2,Moderate,2,Low,1,Avalanche danger can rise very quickly with warming and solar radiation. Be aware of changing conditions and overhead hazards. Terrain choices and timing can be critical.
2014-04-12,Moderate,2,Low,1,Low,1,Avalanche danger can rise very quickly with warming and solar radiation. Be aware of changing conditions and overhead hazards. Terrain choices and timing can be critical.
2014-04-13,Moderate,2,Low,1,Low,1,"Avalanche danger can rise very quickly with warming and solar radiation. Be aware of changing conditions and overhead hazards.
For more insight into spring messaging, check out our latest Blog Post."
2014-04-14,Moderate,2,Low,1,Low,1,"Avalanche danger can rise very quickly with warming and solar radiation. Be aware of changing conditions and overhead hazards.
For more insight into spring danger ratings, check out our latest Blog Post."
2014-04-15,Moderate,2,Low,1,Low,1,"Avalanche danger can rise very quickly with warming and solar radiation. Be aware of changing conditions and overhead hazards.
For more insight into spring danger ratings, check out our latest Blog Post."
2014-04-16,Moderate,2,Moderate,2,Low,1,The conditions vary greatly over of the region. The storm slab problem is expected to be more prevalent over the Southern part of the region.
2014-04-17,Considerable,3,Moderate,2,Low,1,
2014-04-18,Considerable,3,Moderate,2,Low,1,
2014-04-19,Considerable,3,Moderate,2,Low,1,"This bulletin was created using very limited field data. If you are out in the mountains, please send your observations to forecaster@avalanche.ca"
2014-04-20,Considerable,3,Moderate,2,Low,1,
2014-04-21,Moderate,2,Moderate,2,Low,1,"Avalanche danger can rise quickly with afternoon warming and solar radiation. Be aware of changing conditions and overhead hazards.
For more insight into spring danger ratings, check out this blog post."
2014-04-22,Moderate,2,Moderate,2,Low,1,"Avalanche danger can rise quickly with afternoon warming and solar radiation. Be aware of changing conditions and overhead hazards.
For more insight into spring danger ratings, check out this blog post."
2014-04-23,Moderate,2,Moderate,2,Low,1,"Avalanche danger can rise quickly with afternoon warming and solar radiation. Be aware of changing conditions and overhead hazards.
For more insight into spring danger ratings, check out this blog post."
2014-04-24,Moderate,2,Moderate,2,Low,1,"Due to a lack of field observations, we are starting to transition to bulletins without Danger Ratings. Check out this Blog Post for more information on spring ratings."
2014-04-25,Considerable,3,Moderate,2,Low,1,"Due to a lack of field observations, we are starting to transition to bulletins without Danger Ratings. Check out this Blog Post for more information on spring ratings."
2014-04-26,No Rating,0,No Rating,0,No Rating,0,"We are no longer issuing danger ratings for this region due to a lack of field data.
Please refer to this blog post for more insight into managing the current conditions."
2014-04-27,No Rating,0,No Rating,0,No Rating,0,"We are no longer issuing danger ratings for this region due to a lack of field data.
Please refer to this blog post for more insight into managing the current conditions."
2014-04-28,No Rating,0,No Rating,0,No Rating,0,"We are no longer issuing danger ratings for this region due to a lack of field data.
Please refer to this blog post for more insight into managing the current conditions."
2014-04-29,No Rating,0,No Rating,0,No Rating,0,Daily forecasts have ended. This blog post discusses what we believe is the current condition. Please check the Forecast Details page for further information.
2014-04-30,No Rating,0,No Rating,0,No Rating,0,"Daily forecasts begin Friday November 22nd.  Until then, visit our Forecaster Blog at blogs.avalanche.ca for significant news, conditions updates & ideas on managing early season hazards."
2014-11-01,No Rating,0,No Rating,0,No Rating,0,Daily forecasts have ended. This blog post discusses what we believe is the current condition. Please check the Forecast Details page for further information.
2014-11-02,No Rating,0,No Rating,0,No Rating,0,Daily forecasts have ended. This blog post describes the most common spring weather and snowpack scenarios and how they relate to avalanche conditions.
2014-11-03,No Rating,0,No Rating,0,No Rating,0,Daily forecasts have ended. This blog post describes the most common spring weather and snowpack scenarios and how they relate to avalanche conditions.
2014-11-04,No Rating,0,No Rating,0,No Rating,0,Daily forecasts have ended. This blog post describes the most common spring weather and snowpack scenarios and how they relate to avalanche conditions.
2014-11-05,No Rating,0,No Rating,0,No Rating,0,Daily forecasts have ended. This blog post describes the most common spring weather and snowpack scenarios and how they relate to avalanche conditions.
2014-11-06,No Rating,0,No Rating,0,No Rating,0,Daily forecasts have ended. This blog post describes the most common spring weather and snowpack scenarios and how they relate to avalanche conditions.
2014-11-07,No Rating,0,No Rating,0,No Rating,0,Daily forecasts have ended. This blog post describes the most common spring weather and snowpack scenarios and how they relate to avalanche conditions.
2014-11-08,No Rating,0,No Rating,0,No Rating,0,Daily forecasts have ended. This blog post describes the most common spring weather and snowpack scenarios and how they relate to avalanche conditions.
2014-11-09,No Rating,0,No Rating,0,No Rating,0,Daily forecasts have ended. This blog post describes the most common spring weather and snowpack scenarios and how they relate to avalanche conditions.
2014-11-10,No Rating,0,No Rating,0,No Rating,0,Daily forecasts have ended. This blog post describes the most common spring weather and snowpack scenarios and how they relate to avalanche conditions.
2014-11-11,No Rating,0,No Rating,0,No Rating,0,Daily forecasts have ended. This blog post describes the most common spring weather and snowpack scenarios and how they relate to avalanche conditions.
2014-11-12,No Rating,0,No Rating,0,No Rating,0,Daily forecasts have ended. This blog post describes the most common spring weather and snowpack scenarios and how they relate to avalanche conditions.
2014-11-13,No Rating,0,No Rating,0,No Rating,0,Daily forecasts have ended. This blog post describes the most common spring weather and snowpack scenarios and how they relate to avalanche conditions.
2014-11-14,No Rating,0,No Rating,0,No Rating,0,Daily forecasts have ended. This blog post describes the most common spring weather and snowpack scenarios and how they relate to avalanche conditions.
2014-11-15,No Rating,0,No Rating,0,No Rating,0,Daily forecasts have ended. This blog post describes the most common spring weather and snowpack scenarios and how they relate to avalanche conditions.
2014-11-16,No Rating,0,No Rating,0,No Rating,0,Daily forecasts have ended. This blog post describes the most common spring weather and snowpack scenarios and how they relate to avalanche conditions.
2014-11-17,No Rating,0,No Rating,0,No Rating,0,Daily forecasts have ended. This blog post describes the most common spring weather and snowpack scenarios and how they relate to avalanche conditions.
2014-11-18,No Rating,0,No Rating,0,No Rating,0,Daily forecasts have ended. This blog post describes the most common spring weather and snowpack scenarios and how they relate to avalanche conditions.
2014-11-19,No Rating,0,No Rating,0,No Rating,0,Daily forecasts have ended. This blog post describes the most common spring weather and snowpack scenarios and how they relate to avalanche conditions.
2014-11-20,No Rating,0,No Rating,0,No Rating,0,Daily forecasts have ended. This blog post describes the most common spring weather and snowpack scenarios and how they relate to avalanche conditions.
